,route_prediction,perf_prediction,diff_altitude,geo_distance,userid,workoutid,heart_rate_avg,speed_avg,elapsed_time
22113,0,2,-0.144605740905,-0.124877206981,9232852,647384248,145.000000000000000000,10.785197866700000000,2383
22114,0,1,-0.168319880962,-0.137865096331,2104631,648002540,142.000000000000000000,9.681617205500000000,2102
22115,0,2,-0.082714356482,-0.0260525140911,81753,1556089,151.325000000000000000,11.140191034200000000,5757
22116,0,2,-0.0317844264209,-0.154603376985,1609501,11785109,154.115000000000000000,11.583274110900000000,1860
22117,0,2,-0.0835544392467,-0.0889874100685,791908,25893160,168.000000000000000000,15.212951432100000000,2473
22118,0,1,-0.173870012164,-0.180781751871,182042,26351503,107.000000000000000000,6.345715662700000000,1993
22119,0,0,-0.180933788419,-0.137048482895,1493217,29635934,0E-18,10.355077504900000000,1938
22120,0,2,-0.180933788419,0.00023525582219,2794662,64173511,128.000000000000000000,10.479527398700000000,4962
22121,0,2,-0.180933788419,-0.0703538805246,6579857,153163434,156.000000000000000000,11.392151940000000000,3185
22122,0,2,-0.0563084073365,0.0765284895897,5979382,163825948,146.000000000000000000,13.618584882200000000,3609
22123,0,1,-0.0875908955932,-0.143307179213,4131540,165914331,141.413000000000000000,8.772115738000000000,2622
22124,0,2,-0.150660425425,0.0385063625872,1520156,173122384,155.103000000000000000,12.057619288700000000,4112
22125,0,1,-0.0578220747411,0.0320480167866,8899244,203512587,165.000000000000000000,9.455990462900000000,5033
22126,0,2,-0.165797099471,-0.0431171394885,9232852,233333906,151.903000000000000000,10.568672482300000000,3267
22127,0,0,-0.180933788419,-0.0667399838567,3055418,240766611,0E-18,12.178428707600000000,2956
22128,0,2,-0.120387047529,-0.120855711401,1295675,254033341,115.215000000000000000,11.033493087700000000,2745
22129,0,2,-0.113827817142,-0.169539093971,3091798,265366207,168.000000000000000000,14.297658862900000000,1196
22130,0,1,-0.180933788419,-0.124928608537,4357738,276298850,143.000000000000000000,6.868968303000000000,3544
22131,0,1,-0.0754380524158,-0.0999494120479,1732973,280205916,125.426000000000000000,8.206452580000000000,4338
22132,0,2,-0.180933788419,0.0385047346354,5086939,281614057,114.000000000000000000,17.029827008900000000,2580
22133,0,2,-0.126946270466,-0.0797681212425,8632256,289646904,155.132000000000000000,11.843776638200000000,3040
22134,0,2,-0.150155857205,-0.0154166957363,6113340,289874985,144.303000000000000000,12.236699522900000000,3147
22135,0,2,-0.180933788419,0.018486764282,4264913,293933290,153.000000000000000000,13.696189894500000000,3865
22136,0,2,-0.180933788419,-0.0971719920635,12406103,304890298,163.000000000000000000,10.495192323600000000,2413
22137,0,2,-0.180933788419,-0.274593859911,4264913,311176532,143.000000000000000000,14.438733747500000000,2742
22138,0,1,-0.0547947399318,-0.174308046699,182042,315385467,153.071000000000000000,6.342054135900000000,2907
22139,0,1,-0.180933788419,-0.099611774087,6883061,319509092,87.000000000000000000,6.022174293600000000,5666
22140,0,2,-0.150660425425,0.029822377488,7516129,320466392,111.000000000000000000,11.548777281100000000,3833
22141,0,1,-0.165292546153,-0.274593859911,7197311,322479504,98.000000000000000000,0E-18,3877
22142,0,1,-0.180933788419,-0.192529067397,1860957,325626708,155.000000000000000000,7.942771084300000000,1329
22143,0,2,-0.124928049743,0.0230112690479,4296404,332103914,147.535000000000000000,12.381656205500000000,3749
22144,0,2,-0.0674086436629,-0.140714406967,3469220,338783887,143.235000000000000000,10.354436341500000000,2070
22145,0,0,-0.163274332881,0.069708481431,279317,341325829,0E-18,12.172329450500000000,4951
22146,0,2,-0.180933788419,-0.206119477749,431375,348325489,130.000000000000000000,13.367797548500000000,1787
