index,workoutid,route_prediction,perf_prediction,userid,diff_altitude,geo_distance,heart_rate_avg,speed_avg,elapsed_time,user_avg_speed,user_avg_dist
613,434429108,1,1,7967148,-0.212179556489,-0.327843368053,0E-18,11.333193206600000000,2200,12.6447107148545454545455,-0.301165064627
614,436591689,1,1,7967148,-0.212179556489,-0.373761296272,0E-18,11.671444250500000000,2193,12.6447107148545454545455,-0.301165064627
615,427376975,1,1,7967148,-0.212179556489,-0.376054704189,0E-18,12.035175157800000000,2135,12.6447107148545454545455,-0.301165064627
616,556939510,1,1,7967148,-0.0041852905415,-0.269786626101,0E-18,11.915239578500000000,2229,12.6447107148545454545455,-0.301165064627
617,524514890,1,1,7967148,-0.0220133699477,-0.248670369387,0E-18,16.160700274700000000,1786,12.6447107148545454545455,-0.301165064627
618,471168908,1,0,907015,-0.1118966043,-0.226916134357,130.566000000000000000,9.980017841200000000,3363,10.5106197720333333333333,-0.221031288306
619,501195846,1,2,907015,-0.000471107166959,-0.405906409025,141.177000000000000000,11.963492521900000000,1944,10.5106197720333333333333,-0.221031288306
620,217131719,1,0,907015,-0.0872106701136,-0.15691165626,105.000000000000000000,8.146328717000000000,3827,10.5106197720333333333333,-0.221031288306
621,12330852,1,2,907015,-0.087211586535,-0.226399481297,144.326000000000000000,10.946272862000000000,2440,10.5106197720333333333333,-0.221031288306
622,10095823,1,2,907015,-0.105063989758,-0.140887722373,154.388000000000000000,11.670189628400000000,2921,10.5106197720333333333333,-0.221031288306
623,158414251,1,0,907015,-0.110419772565,-0.169166326523,146.778000000000000000,10.357417061700000000,3253,10.5106197720333333333333,-0.221031288306
624,467098592,1,2,4253141,-0.172066375613,-0.223876729608,152.000000000000000000,10.999647760000000000,2588,10.9996477600000000000000,-0.223876729608
625,267508738,1,0,2149070,-0.14458142221,-0.268863022327,163.085000000000000000,9.133532501600000000,4137,9.1335325016000000000000,-0.268863022327
626,655161047,1,1,10778902,-0.132696032524,-0.164738714695,0E-18,11.754396336200000000,2452,11.7543963362000000000000,-0.164738714695
627,563916779,1,0,13305991,-0.192122966051,-0.146144792438,0E-18,10.165572759900000000,3562,10.1655727599000000000000,-0.146144792438
628,287491181,1,2,4264744,-0.0576695278287,-0.254927784204,159.061000000000000000,11.778799936400000000,2449,11.4363399329153846153846,-0.285892863686
629,419763565,1,2,4264744,-0.0992683842778,-0.239740997553,149.742000000000000000,11.868441167300000000,2432,11.4363399329153846153846,-0.285892863686
630,291789047,1,2,4264744,-0.0717834234238,-0.384698837996,167.131000000000000000,12.163319067700000000,2076,11.4363399329153846153846,-0.285892863686
631,298088362,1,2,4264744,0.0656413584948,-0.257551699877,153.218000000000000000,11.842380043300000000,2449,11.4363399329153846153846,-0.285892863686
632,301992740,1,2,4264744,-0.163895174861,-0.405647814274,166.083000000000000000,12.780534215400000000,1975,11.4363399329153846153846,-0.285892863686
633,300348129,1,2,4264744,-0.0836688131094,-0.274536520243,146.619000000000000000,11.154735640200000000,2692,11.4363399329153846153846,-0.285892863686
634,603530037,1,0,4264744,-0.119347259402,-0.26615896821,148.606000000000000000,10.482176406100000000,2756,11.4363399329153846153846,-0.285892863686
635,188121074,1,0,4264744,-0.030080575496,-0.362972855568,150.758000000000000000,9.552959542800000000,2646,11.4363399329153846153846,-0.285892863686
636,313461367,1,2,4264744,-0.0858973190188,-0.146697863936,154.556000000000000000,11.806730886300000000,3042,11.4363399329153846153846,-0.285892863686
637,425847858,1,2,4264744,-0.105953909457,-0.254186421633,150.273000000000000000,11.612801504000000000,2522,11.4363399329153846153846,-0.285892863686
638,168658877,1,0,4264744,-0.0889986678958,-0.355022728443,147.255000000000000000,9.680178041000000000,2648,11.4363399329153846153846,-0.285892863686
639,263669307,1,2,4264744,0.0611843355,-0.166510820389,156.529000000000000000,11.328431606300000000,2864,11.4363399329153846153846,-0.285892863686
640,296532522,1,2,4264744,-0.16612367332,-0.347953915596,169.538000000000000000,12.620931071100000000,1999,11.4363399329153846153846,-0.285892863686
641,607680415,1,0,12908326,-0.194351479411,-0.324510514736,146.000000000000000000,9.586674936500000000,3827,9.5866749365000000000000,-0.324510514736
642,444239588,1,1,2941284,-0.212179556489,-0.379455298185,0E-18,11.217073957900000000,2282,10.3491382593750000000000,-0.328906651586
643,631380132,1,0,2941284,-0.122296318412,-0.162677958608,154.367000000000000000,10.226206418000000000,3486,10.3491382593750000000000,-0.328906651586
644,290839556,1,2,2941284,-0.130467519164,-0.418289899826,162.000000000000000000,10.645324347100000000,2374,10.3491382593750000000000,-0.328906651586
645,259490249,1,0,2941284,0.102040350437,-0.355203449726,144.702000000000000000,9.307948314500000000,3128,10.3491382593750000000000,-0.328906651586
646,467565661,1,0,3471841,-0.0617179907858,-0.152834281325,145.000000000000000000,10.724627331300000000,3804,10.8980744014500000000000,-0.200943458825
647,300412611,1,0,3471841,-0.0992683842778,-0.167479380965,138.364000000000000000,10.438973419600000000,3806,10.8980744014500000000000,-0.200943458825
648,368822875,1,0,3471841,0.201357617974,-0.291139423847,155.000000000000000000,10.034452344500000000,3701,10.8980744014500000000000,-0.200943458825
649,301225548,1,2,3471841,-0.143095746636,-0.192320749164,168.712000000000000000,12.394244510400000000,3221,10.8980744014500000000000,-0.200943458825
650,386330224,1,0,5407179,-0.127496168017,-0.190823674202,151.061000000000000000,10.136093280000000000,2944,9.0545825834857142857143,-0.218038082123
651,568336887,1,0,5407179,-0.10966809839,-0.255379140377,144.746000000000000000,8.216470132400000000,3627,9.0545825834857142857143,-0.218038082123
652,317354138,1,0,5407179,-0.0888686701655,-0.177150666714,156.967000000000000000,8.177961783100000000,3790,9.0545825834857142857143,-0.218038082123
653,258565134,1,0,5407179,-0.122296318412,-0.176603883505,151.000000000000000000,9.217593941200000000,3433,9.0545825834857142857143,-0.218038082123
654,363268610,1,0,5407179,-0.128239005804,-0.224650010467,146.245000000000000000,9.351084848900000000,3226,9.0545825834857142857143,-0.218038082123
655,538805685,1,0,5407179,-0.212179556489,-0.205899968743,146.892000000000000000,9.152573725200000000,3485,9.0545825834857142857143,-0.218038082123
656,461520942,1,0,5407179,-0.135667383671,-0.295759230852,136.746000000000000000,9.130300373600000000,3004,9.0545825834857142857143,-0.218038082123
