max_elapsed_time,sum_geo_distance,workoutid,avg_heart_rate,avg_speed,diff_altitude,userid,prediction,new_avg_speed,new_avg_dist
478.0,0.012929188599999999,517286994,139.0909090909091,11.82384,26.399999999999977,2155614,2,11.82384,0.012929188599999999
