60.1733487658,24.6497704089
60.1732475962,24.6498552337
60.1732620131,24.6499565709
60.1732862368,24.6498743445
60.1732932776,24.6497983206
60.1835850812,24.8177003302
60.173279196,24.6498169284
60.1836616918,24.817466978
60.1733179204,24.6496761963
60.1732459199,24.6501833852
60.1732766815,24.6498210356
60.1733260509,24.6496843267
60.1732280664,24.6497029345
60.1733661164,24.6497906093
60.1732900925,24.6496615279
60.1732845604,24.6497200336
60.1732976362,24.6501574013
60.1732426509,24.6498465165
60.1732972171,24.6497106459
60.1733070239,24.6497158427
60.1733059343,24.6497837361
60.1731670462,24.649823634
60.1733509451,24.649986662
60.1733429823,24.6497673076
60.1742529217,24.6501522884
60.1733225305,24.6496730112
60.1731792837,24.6500046831
60.1732555591,24.6499336883
60.1732512005,24.649927821
60.1732675452,24.6497900225
60.173258828,24.6498147491
52.2226809,6.8854929
52.2127433,6.9108088
52.2113423,6.9145157
52.2111711,6.9144073
52.2110297,6.9141348
52.2213775,7.7991866
52.1936673,6.8678543
52.2112195,6.9143328
52.2111481,6.9133737
52.2111104,6.9143129
52.210062,6.9141181
52.2110612,6.9144751
52.2111263,6.9144667
52.2111823,6.9144635
52.2111563,6.9141788
52.2118817,6.9152264
52.2107066,6.9099469
52.2111243,6.9143592
52.2112263,6.9142914
52.2111611,6.9143423
52.2109394,6.9141765
52.2653804,7.0300117
52.2656985,7.0297093
52.2113204,6.9140049
52.2081419,6.9156315
52.2109127,6.9147795
52.2110728,6.9145412
52.2109838,6.914236
52.2111905,6.9144375
52.193612,6.8679974
52.2111954,6.914364
52.2112716,6.9146439
52.1936306,6.8679479
52.211054,6.9147627
52.1936761,6.8679113
52.1937008,6.8678807
52.2246374,6.885562
52.2111178,6.9141563
52.2121712,6.9147499
52.2112293,6.9145343
52.2111386,6.9145191
52.2243883,6.8853656
52.2114127,6.9147011
52.2111158,6.9143156
52.2109958,6.9142481
52.2110724,6.9145144
52.2111471,6.9145671
52.211181,6.9145145
52.2110839,6.9142868
52.3657815,6.4427022
52.2111117,6.9145
52.2110862,6.9142413
52.2109513,6.9145142
52.211284,6.914821
52.2109642,6.9141538
52.1935962,6.8678141
52.1767497,6.799237
52.1936614,6.8679421
52.211053,6.9143263
55.7891846,10.0242279
55.789133,10.0240127
52.1935585,6.8680002
52.2532381,6.806075
52.2535553,6.8087277
52.2108723,6.9148202
52.2110502,6.9144171
52.2626769,7.0078312
52.262808,7.0077933
52.2110657,6.9145252
52.2111242,6.9144415
52.1549725,6.7417923
52.3658039,6.4426236
52.3681455,6.447165
52.2525372,6.8071634
52.2527984,6.8077037
52.2215257,5.9538684
52.2110618,6.9143407
52.2108966,6.9143023
52.2110721,6.9143684
52.2110626,6.914428
52.2156783,6.9540205
52.2151561,6.9525234
52.2111603,6.914859
52.2110823,6.9144587
52.2083904,6.9118418
52.2298965,7.7530971
52.2655487,7.029931
52.2656382,7.0297859
52.2114966,6.9150346
52.2116607,6.9160532
52.2110557,6.9143663
52.176753,6.799316
52.2120078,6.9144538
52.2638773,7.0302695
