,workoutid,route_prediction,perf_prediction,userid,diff_altitude,geo_distance,heart_rate_avg,speed_avg,elapsed_time,user_avg_speed,user_avg_dist
0,871971752,0,2,212295,16.3,0.161706242812,0,11.96088883,4844.59,10.0258328805181818,0.14012889348074766355
